Fecha;02/01/2025 10:53;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;03/01/2025 16:00;03/12/2024 17:02;05/12/2024 15:09;07/01/2025 10:25;08/01/2025 13:09;09/01/2025 15:40;10/12/2024 10:27;11/12/2024 10:14;12/12/2024 11:01;13/01/2025 10:01;14/01/2025 16:34:43;16/12/2024 14:06;17/12/2024 13:04;18/12/2024 14:55;19/12/2024 12:08;20/12/2024 17:02;23/12/2024 11:02;24/12/2024 12:04;26/12/2024 8:59;27/12/2024 9:55;30/12/2024 14:53;31/12/2024 9:39;HORAS_PRODUCCION;CANTIDADES_PRODUCCION
406002;;MEC;136,80039;0;0;(en blanco);29;10/01/2025;418;0,1;2;0,1;811;13,5;276;18,4;815;54,3;0,70%;2,30%;;;;;;Panecito Integral 100% Ecológico Easy;;;;;;;;;;;;;;;;;0.0;0.0
406301;;MEC;224,3976;0;0;(en blanco);86;(en blanco);(en blanco);17,1;256;17,1;2.426;40,4;896;59,7;778;51,9;28,60%;7,70%;;;;;;Viena Mondat con Salvado 145 gr;;;;;;;;;;;;;;;;;0.0;0.0
406401;;MEC;205,7429;0;0;(en blanco);147;08/01/2025;431;10,9;163;10,9;1.629;27,2;407;27,1;461;30,7;40,00%;5,90%;;;;;;Viena con Salvado Pequeña;;;;;;;;;;;;;;;;;0.0;0.0
406501;;MEC;187,00422;0;0;(en blanco);0;(en blanco);(en blanco);0,2;3;0,2;100;1,7;11;0,7;32;2,1;27,30%;2,30%;;;;;;Bollo 100 % Integral;;;;;;;;;;;;;;;;;0.0;0.0
407401;;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;78;5,2;150;10;;3,50%;;;;;;Bollo Rústico Semillado;;;;;;;;;;;;;;;;;0.0;0.0
407411;;VIME;130,89596;0;0;(en blanco);0;(en blanco);(en blanco);0,7;11;0,7;246;4,1;;;;;0,00%;;;;;;;Bollo Rústico Semillado;;;;;;;;;;;;;;;;;0.0;0.0
411001;;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;146;9,7;83;5,5;;11,70%;;;;;;Chapata Mini;;;;;;;;;;;;;;;;;0.0;0.0
421702;;MEC;180,00603;0;0;(en blanco);0;(en blanco);(en blanco);;;;952;15,9;;;;;;;;;;;;Barra de Viena Ecológica Easy;;;;;;;;;;;;;;;;;0.0;0.0
421802;;MEC;163,20404;0;0;(en blanco);0;10/01/2025;504;;;;1.074;17,9;;;;;;;;;;;;Bollo Ecológico Easy;;;;;;;;;;;;;;;;;0.0;0.0
422002;;MEC;179,99915;0;0;(en blanco);0;(en blanco);(en blanco);;;;383;6,4;;;;;;;;;;;;Barra de Viena 15%  Integral  Ecológico Easy;;;;;;;;;;;;;;;;;0.0;0.0
423111;;VIME;155,78171;0;0;(en blanco);17;11/01/2025;317;8;120;8;824;13,7;;;;;0,00%;;;;;;;Panecillo con Cereales y Semillas;;;;;;;;;;;;;;;;;0.0;0.0
423301;;MEC;167,3356;0;0;(en blanco);0;(en blanco);(en blanco);1,9;28;1,9;140;2,3;6;0,4;128;8,5;466,70%;0,30%;;;;;;Mollete Pack 4 UDS;;;;;;;;;;;;;;;;;0.0;0.0
423321;;MEC;155,66037;0;0;(en blanco);13;11/01/2025;637;16,7;251;16,7;2.231;37,2;196;13,1;449;29,9;128,10%;2,90%;;;;;;Mollete;;;;;;;;;;;;;;;;;0.0;0.0
423611;;VIME;192,76761;0;0;(en blanco);39;(en blanco);(en blanco);0,2;3;0,2;75;1,3;;;;;0,00%;;;;;;;Alcachofa Semillada con Sésamo 4,35%;;;;;;;;;;;;;;;;;0.0;0.0
425351;;MEC;192,67272;0;0;(en blanco);0;11/01/2025;401;2,8;42;2,8;258;4,3;40;2,7;17;1,1;105,00%;15,70%;;;;;;Payesito Mondat;;;;;;;;;;;;;;;;;0.0;0.0
430101;;MEC;187,00569;0;0;(en blanco);0;(en blanco);(en blanco);;;;112;1,9;;;;;;;;;;;;Pan Bocadillo Sin Sal Añadida Easy;;;;;;;;;;;;;;;;;0.0;0.0
430301;;VIME;127,17655;0;0;(en blanco);0;(en blanco);(en blanco);;;;3;0,1;;;;;;;;;;;;Panecillo Semillas Easy;;;;;;;;;;;;;;;;;0.0;0.0
430401;;VIME;134,85559;0;0;(en blanco);0;(en blanco);(en blanco);38,5;577;38,5;4.450;74,2;24;1,6;448;29,9;2404,20%;0,40%;;;;;;Mini Panecillo Easy;;;;;;;;;;;;;;;;;0.0;0.0
430621;;MEC;166,2776;0;0;(en blanco);226;(en blanco);(en blanco);93,3;1400;93,3;10.132;168,9;2.885;192,3;2.625;175;48,50%;7,30%;;;;;;Pepito Easy;;;;;;;;;;;;;;;;;0.0;0.0
430702;;MEC;158,42696;0;0;(en blanco);350;(en blanco);(en blanco);7,3;110;7,3;4.916;81,9;934;62,3;3.517;234,5;11,80%;1,80%;;;;;;Panecito Ecológico Easy;;;;;;;;;;;;;;;;;0.0;0.0
430731;;MEC;158,31932;0;0;(en blanco);56;07/01/2025;0;25,5;382;25,5;11.894;198,2;903;60,2;2.367;157,8;42,30%;2,50%;;;;;;Panecito Easy;;;;;;;;;;;;;;;;;0.0;0.0
431610;;VIME;136,00086;0;0;(en blanco);0;(en blanco);(en blanco);7,2;108;7,2;791;13,2;121;8,1;216;14,4;89,30%;3,70%;;;;;;Bollito 100% Integral Easy Pack 8 unidades;;;;;;;;;;;;;;;;;0.0;0.0
432111;;MEC;166,22628;0;0;(en blanco);0;(en blanco);(en blanco);17;255;17;1.910;31,8;667;44,5;447;29,8;38,20%;9,90%;;;;;;Pepito Sin Sal Añadida Easy;;;;;;;;;;;;;;;;;0.0;0.0
432211;;MEC;166,21578;0;0;(en blanco);0;08/01/2025;851;32,9;494;32,9;2.531;42,2;620;41,3;1.014;67,6;79,70%;4,10%;;;;;;Pepito con Salvado Easy;;;;;;;;;;;;;;;;;0.0;0.0
432311;;MEC;166,21039;0;0;(en blanco);0;08/01/2025;500;5,5;82;5,5;763;12,7;169;11,3;310;20,7;48,50%;3,60%;;;;;;Pepito con Salvado Sin Sal Añadida Easy;;;;;;;;;;;;;;;;;0.0;0.0
432421;;MEC;149,60847;0;0;(en blanco);1;(en blanco);(en blanco);13,9;208;13,9;1.746;29,1;314;20,9;791;52,7;66,20%;2,60%;;;;;;Bollo Easy;;;;;;;;;;;;;;;;;0.0;0.0
432501;;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;101;1,7;;;;;;;;;;;;Pan Bocadillo con Salvado Easy;;;;;;;;;;;;;;;;;0.0;0.0
432821;;MEC;169,99643;0;0;(en blanco);0;08/01/2025;347;27,3;410;27,3;2.825;47,1;239;15,9;668;44,5;171,50%;2,40%;;;;;;Pan Bocadillo Easy;;;;;;;;;;;;;;;;;0.0;0.0
432911;;MEC;158,39643;0;0;(en blanco);5;08/01/2025;489;7,9;119;7,9;3.380;56,3;290;19,3;775;51,7;41,00%;2,50%;;;;;;Panecito con Salvado Easy;;;;;;;;;;;;;;;;;0.0;0.0
433701;;VIME;133,91913;0;0;(en blanco);0;(en blanco);(en blanco);1,2;18;1,2;408;6,8;88;5,9;77;5,1;20,50%;7,60%;;;;;;Bollito Easy Pack de 8 Uds;;;;;;;;;;;;;;;;;0.0;0.0
434011;;MEC;158,39017;0;0;(en blanco);0;(en blanco);(en blanco);5,6;84;5,6;1.082;18;590;39,4;342;22,8;14,20%;11,50%;;;;;;Panecito Sin Sal Añadida Easy;;;;;;;;;;;;;;;;;0.0;0.0
434111;;MEC;158,40635;0;0;392;0;(en blanco);(en blanco);;;;437;7,3;189;12,6;168;11,2;;7,50%;;;;;;Panecito con Salvado Sin Sal Añadida Easy;;;;;;;;;;;;;;;;;0.0;0.0
434201;;MEC;185,45964;0;0;(en blanco);41;08/01/2025;381;29,8;447;29,8;3.615;60,3;530;35,3;739;49,3;84,30%;4,80%;;;;;;Viena Easy;;;;;;;;;;;;;;;;;0.0;0.0
434721;;VIME;134,85559;0;0;(en blanco);145;(en blanco);(en blanco);22,6;339;22,6;2.829;47,2;537;35,8;819;54,6;63,10%;4,40%;;;;;;Bollito Easy;;;;;;;;;;;;;;;;;0.0;0.0
435711;;VIME;122,40097;0;0;(en blanco);1;(en blanco);(en blanco);2,6;39;2,6;224;3,7;;;;;0,00%;;;;;;;Rombito Integral 100%;;;;;;;;;;;;;;;;;0.0;0.0
436011;;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;4;0,3;;;;;;;;Rombito Rústico;;;;;;;;;;;;;;;;;0.0;0.0
436701;;MEC;134,87342;0;0;(en blanco);0;(en blanco);(en blanco);0,1;2;0,1;39;0,7;;;;;0,00%;;;;;;;Mollete Multicereal con Quinoa (3%);;;;;;;;;;;;;;;;;0.0;0.0
438801;;VIME;138,83391;0;0;140;2;(en blanco);(en blanco);3,7;56;3,7;417;7;127;8,5;19;1,3;44,10%;44,60%;;;;;;Panecillo con Semillas;;;;;;;;;;;;;;;;;0.0;0.0
453211;;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;7.588;505,9;504;33,6;;100,40%;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;;0.0;0.0
453221;;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;9.100;606,7;;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;;0.0;0.0
453223;;VIME;102,00064;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;252;16,8;;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;;0.0;0.0
453233;;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;;0.0;0.0
453241;;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);3,7;56;3,7;438;7,3;;;;;0,00%;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;;0.0;0.0
453243;;VIME;123,95874;0;0;(en blanco);0;(en blanco);(en blanco);11,7;175;11,7;1.320;22;;;;;0,00%;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;;0.0;0.0
453251;;VIME;118,69587;0;0;(en blanco);224;(en blanco);(en blanco);106,4;1596;106,4;25.620;427;;;;;0,00%;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;;0.0;0.0
454001;;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;155;2,6;8;0,5;5;0,3;;10,70%;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;;0.0;0.0
5718540;;VIME;138,85714;0;0;812;588;11/01/2025;1135;147,5;2212;147,5;18.341;305,7;4.203;280,2;2.358;157,2;52,60%;11,90%;;;;;;Panecillo con  Semillas;;;;;;;;;;;;;;;;;0.0;0.0
5718619;;MEC;160,291;0;0;28;476;09/01/2025;2896;74,7;1120;74,7;12.320;205,3;5.490;366;3.619;241,3;20,40%;10,10%;;;;;;Pulguita;;;;;;;;;;;;;;;;;0.0;0.0
5720811;;VIME;107,09612;0;0;728;224;11/01/2025;904;205,4;3081;205,4;15.571;259,5;;;;;0,00%;;;;;;;Baguetina Cereales;;;;;;;;;;;;;;;;;0.0;0.0
604301;;MEC;166,21437;0;0;(en blanco);1;(en blanco);(en blanco);1,5;23;1,5;208;3,5;;;;;0,00%;;;;;;;Pepito Easy Pack 5 uds;;;;;;;;;;;;;;;;;0.0;0.0
Total general;;;;;;;;;;1.100,30;16505;1.100,30;159.043;2.650,70;41.554;2.770,30;48.869;3.257,90;39,70%;5,70%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
COD_ART;;COD_GRU;Cj/H;Disponible;Calidad;Stock Externo;Pedido;1ª OF;OF;Cob-15;Vta -15;M_Vta -15;Vta -60;M_Vta-60;Vta -15 AA;M_Vta -15 AA;Vta +15 AA;M_Vta +15 AA;% Vta-15/ AA;% Vta-15/ +15 AA;;;;;;;NOM_ART;;;;;;;;;;;;;;;;0.0;0.0
244719;;MEC;134,85314;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1;0,1;1.645;109,7;;0,00%;;;;;;;PANECILLO CON QUINOA (3%) 110 g;;;;;;;;;;;;;;;;0.0;0.0
274756;;MEC;160,28813;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;1.372;91,5;896;59,7;;10,20%;;;;;;;PAN PEPITO;;;;;;;;;;;;;;;;0.0;0.0
274757;;MEC;205,7429;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;4.368;291,2;4.801;320,1;;6,10%;;;;;;;PAN VIENA ANDALUZA INTEGRAL DE TRIGO 10%;;;;;;;;;;;;;;;;0.0;0.0
400121;;MEC;196,35136;0;0;(en blanco);27;(en blanco);(en blanco);20,3;305;20,3;1.181;19,7;139;9,3;226;15,1;219,40%;4,10%;;;;;;;Miniatura;;;;;;;;;;;;;;;;0.0;0.0
400231;;MEC;160,18779;0;0;(en blanco);64;(en blanco);(en blanco);20,7;310;20,7;1.619;27;270;18;272;18,1;114,80%;6,60%;;;;;;;Pepito;;;;;;;;;;;;;;;;0.0;0.0
400233;;MEC;160,28813;0;0;(en blanco);0;(en blanco);(en blanco);23,5;352;23,5;640;10,7;;;224;14,9;0,00%;;;;;;;;Pepito;;;;;;;;;;;;;;;;0.0;0.0
401111;;MEC;224,45714;0;0;(en blanco);405;(en blanco);(en blanco);43;645;43;2.350;39,2;679;45,3;1.127;75,1;95,00%;4,00%;;;;;;;Bocata;;;;;;;;;;;;;;;;0.0;0.0
401113;;MEC;224,45714;0;0;(en blanco);0;(en blanco);(en blanco);17,1;256;17,1;576;9,6;;;352;23,5;0,00%;;;;;;;;Bocata;;;;;;;;;;;;;;;;0.0;0.0
401301;;MEC;160,34482;0;0;(en blanco);60;(en blanco);(en blanco);14,5;217;14,5;1.103;18,4;299;19,9;309;20,6;72,60%;6,50%;;;;;;;Baguette Plus;;;;;;;;;;;;;;;;0.0;0.0
401421;;MEC;137,06227;0;0;(en blanco);224;(en blanco);(en blanco);;;;183;3,1;128;8,5;57;3,8;;15,00%;;;;;;;Barra Castellana;;;;;;;;;;;;;;;;0.0;0.0
401423;;MEC;120,91656;0;0;(en blanco);0;(en blanco);(en blanco);6,4;96;6,4;224;3,7;;;288;19,2;0,00%;;;;;;;;Barra Castellana;;;;;;;;;;;;;;;;0.0;0.0
401881;;MEC;205,58375;0;0;(en blanco);88;(en blanco);(en blanco);41,8;627;41,8;1.457;24,3;224;14,9;725;48,3;279,90%;2,10%;;;;;;;Bollo;;;;;;;;;;;;;;;;0.0;0.0
402011;;MEC;246,74846;0;0;(en blanco);733;(en blanco);(en blanco);66,3;995;66,3;5.958;99,3;1.500;100;1.628;108,5;66,30%;6,10%;;;;;;;Viena Mondat 145 gr;;;;;;;;;;;;;;;;0.0;0.0
402801;;MEC;224,44444;0;0;(en blanco);420;(en blanco);(en blanco);;;;1;0;169;11,3;367;24,5;;3,10%;;;;;;;Viena;;;;;;;;;;;;;;;;0.0;0.0
403341;;MEC;242,1118;0;0;(en blanco);60;(en blanco);(en blanco);54,3;815;54,3;4.102;68,4;2.305;153,7;1.744;116,3;35,40%;8,80%;;;;;;;Barra de Viena;;;;;;;;;;;;;;;;0.0;0.0
403801;;MEC;205,70099;0;0;(en blanco);3;(en blanco);(en blanco);15,9;238;15,9;1.058;17,6;520;34,7;416;27,7;45,80%;8,30%;;;;;;;Mini Viena Andaluza;;;;;;;;;;;;;;;;0.0;0.0
404903;;MEC;186,988;0;0;(en blanco);0;(en blanco);(en blanco);4,3;65;4,3;194;3,2;;;;;0,00%;;;;;;;;Viena 170g;;;;;;;;;;;;;;;;0.0;0.0
405121;;MEC;196,35943;0;0;(en blanco);0;(en blanco);(en blanco);0,3;4;0,3;47;0,8;7;0,5;;;57,10%;0,00%;;;;;;;Miniatura con Salvado;;;;;;;;;;;;;;;;0.0;0.0
405621;;MEC;138,09507;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;102;6,8;33;2,2;;20,60%;;;;;;;Media Baguette con Salvado;;;;;;;;;;;;;;;;0.0;0.0
406002;;MEC;136,80039;0;0;(en blanco);33;(en blanco);(en blanco);15,9;238;15,9;1.092;18,2;628;41,9;651;43,4;37,90%;6,40%;;;;;;;Panecito Integral 100% Ecológico Easy;;;;;;;;;;;;;;;;0.0;0.0
406301;;MEC;224,3976;0;0;(en blanco);179;(en blanco);(en blanco);36,4;546;36,4;2.731;45,5;616;41,1;714;47,6;88,60%;5,80%;;;;;;;Viena Mondat con Salvado 145 gr;;;;;;;;;;;;;;;;0.0;0.0
406401;;MEC;205,7429;0;0;(en blanco);137;(en blanco);(en blanco);26,1;392;26,1;1.557;26;424;28,3;606;40,4;92,50%;4,70%;;;;;;;Viena con Salvado Pequeña;;;;;;;;;;;;;;;;0.0;0.0
406501;;MEC;187,00422;0;0;(en blanco);0;(en blanco);(en blanco);1,1;16;1,1;159;2,7;28;1,9;40;2,7;57,10%;4,70%;;;;;;;Bollo 100 % Integral;;;;;;;;;;;;;;;;0.0;0.0
407401;;VIME;130,89849;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;52;3,5;82;5,5;;4,20%;;;;;;;Bollo Rústico Semillado;;;;;;;;;;;;;;;;0.0;0.0
407411;;VIME;130,89596;0;0;(en blanco);20;(en blanco);(en blanco);4,9;73;4,9;344;5,7;;;;;0,00%;;;;;;;;Bollo Rústico Semillado;;;;;;;;;;;;;;;;0.0;0.0
411001;;VIME;134,71253;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;120;8;160;10,7;;5,00%;;;;;;;Chapata Mini;;;;;;;;;;;;;;;;0.0;0.0
421702;;MEC;180,00603;0;0;(en blanco);0;(en blanco);(en blanco);33,3;500;33,3;613;10,2;;;;;0,00%;;;;;;;;Barra de Viena Ecológica Easy;;;;;;;;;;;;;;;;0.0;0.0
421802;;MEC;163,20404;0;0;(en blanco);0;(en blanco);(en blanco);26,1;392;26,1;990;16,5;;;;;0,00%;;;;;;;;Bollo Ecológico Easy;;;;;;;;;;;;;;;;0.0;0.0
422002;;MEC;179,99915;0;0;(en blanco);0;(en blanco);(en blanco);11,5;173;11,5;237;4;;;;;0,00%;;;;;;;;Barra de Viena 15%  Integral  Ecológico Easy;;;;;;;;;;;;;;;;0.0;0.0
423111;;VIME;155,78171;0;0;(en blanco);98;(en blanco);(en blanco);17,4;261;17,4;936;15,6;;;;;0,00%;;;;;;;;Panecillo con Cereales y Semillas;;;;;;;;;;;;;;;;0.0;0.0
423301;;MEC;167,3356;0;0;(en blanco);28;(en blanco);(en blanco);1,9;28;1,9;84;1,4;33;2,2;166;11,1;84,80%;1,30%;;;;;;;Mollete Pack 4 UDS;;;;;;;;;;;;;;;;0.0;0.0
423321;;MEC;155,66037;0;0;(en blanco);204;(en blanco);(en blanco);46;690;46;2.526;42,1;161;10,7;243;16,2;428,60%;4,40%;;;;;;;Mollete;;;;;;;;;;;;;;;;0.0;0.0
425351;;MEC;192,67272;0;0;(en blanco);13;(en blanco);(en blanco);3,8;57;3,8;317;5,3;;;6;0,4;0,00%;;;;;;;;Payesito Mondat;;;;;;;;;;;;;;;;0.0;0.0
430101;;MEC;187,00569;0;0;(en blanco);0;(en blanco);(en blanco);3,7;56;3,7;112;1,9;;;;;0,00%;;;;;;;;Pan Bocadillo Sin Sal Añadida Easy;;;;;;;;;;;;;;;;0.0;0.0
430301;;VIME;127,17655;0;0;(en blanco);0;(en blanco);(en blanco);;;;1;0;;;;;;;;;;;;;Panecillo Semillas Easy;;;;;;;;;;;;;;;;0.0;0.0
430401;;VIME;134,85559;0;0;(en blanco);592;(en blanco);(en blanco);68,3;1024;68,3;4.558;76;;;;;0,00%;;;;;;;;Mini Panecillo Easy;;;;;;;;;;;;;;;;0.0;0.0
430621;;MEC;166,2776;0;0;(en blanco);641;(en blanco);(en blanco);125,3;1880;125,3;10.296;171,6;3.108;207,2;2.133;142,2;60,50%;9,70%;;;;;;;Pepito Easy;;;;;;;;;;;;;;;;0.0;0.0
430702;;MEC;158,42696;0;0;(en blanco);350;(en blanco);(en blanco);111,6;1674;111,6;7.458;124,3;2.340;156;2.438;162,5;71,50%;6,40%;;;;;;;Panecito Ecológico Easy;;;;;;;;;;;;;;;;0.0;0.0
430731;;MEC;158,31932;0;0;(en blanco);72;(en blanco);(en blanco);231,6;3474;231,6;14.662;244,4;1.569;104,6;1.894;126,3;221,40%;5,50%;;;;;;;Panecito Easy;;;;;;;;;;;;;;;;0.0;0.0
431610;;VIME;136,00086;0;0;(en blanco);28;(en blanco);(en blanco);13,3;199;13,3;756;12,6;79;5,3;190;12,7;251,90%;2,80%;;;;;;;Bollito 100% Integral Easy Pack 8 unidades;;;;;;;;;;;;;;;;0.0;0.0
432111;;MEC;166,22628;0;0;(en blanco);0;(en blanco);(en blanco);19,5;293;19,5;1.983;33,1;616;41,1;461;30,7;47,60%;8,90%;;;;;;;Pepito Sin Sal Añadida Easy;;;;;;;;;;;;;;;;0.0;0.0
432211;;MEC;166,21578;0;0;(en blanco);240;(en blanco);(en blanco);25,7;385;25,7;2.161;36;761;50,7;521;34,7;50,60%;9,70%;;;;;;;Pepito con Salvado Easy;;;;;;;;;;;;;;;;0.0;0.0
432311;;MEC;166,21039;0;0;56;0;(en blanco);(en blanco);7,3;109;7,3;692;11,5;159;10,6;317;21,1;68,60%;3,30%;;;;;;;Pepito con Salvado Sin Sal Añadida Easy;;;;;;;;;;;;;;;;0.0;0.0
432421;;MEC;149,60847;0;0;(en blanco);1;(en blanco);(en blanco);26,1;391;26,1;2.026;33,8;617;41,1;458;30,5;63,40%;9,00%;;;;;;;Bollo Easy;;;;;;;;;;;;;;;;0.0;0.0
432501;;MEC;187,00706;0;0;(en blanco);0;(en blanco);(en blanco);;;;280;4,7;;;;;;;;;;;;;Pan Bocadillo con Salvado Easy;;;;;;;;;;;;;;;;0.0;0.0
432821;;MEC;169,99643;0;0;(en blanco);7;(en blanco);(en blanco);29,1;437;29,1;2.843;47,4;307;20,5;832;55,5;142,30%;2,50%;;;;;;;Pan Bocadillo Easy;;;;;;;;;;;;;;;;0.0;0.0
432911;;MEC;158,39643;0;0;(en blanco);15;(en blanco);(en blanco);69,7;1045;69,7;4.453;74,2;414;27,6;827;55,1;252,40%;3,30%;;;;;;;Panecito con Salvado Easy;;;;;;;;;;;;;;;;0.0;0.0
433701;;VIME;133,91913;0;0;(en blanco);0;(en blanco);(en blanco);2,9;43;2,9;534;8,9;66;4,4;236;15,7;65,20%;1,90%;;;;;;;Bollito Easy Pack de 8 Uds;;;;;;;;;;;;;;;;0.0;0.0
434011;;MEC;158,39017;0;0;(en blanco);0;(en blanco);(en blanco);9;135;9;885;14,8;302;20,1;217;14,5;44,70%;9,30%;;;;;;;Panecito Sin Sal Añadida Easy;;;;;;;;;;;;;;;;0.0;0.0
434111;;MEC;158,40635;0;0;448;0;(en blanco);(en blanco);5,6;84;5,6;185;3,1;140;9,3;174;11,6;60,00%;5,40%;;;;;;;Panecito con Salvado Sin Sal Añadida Easy;;;;;;;;;;;;;;;;0.0;0.0
434201;;MEC;185,45964;0;0;(en blanco);37;(en blanco);(en blanco);76,4;1146;76,4;4.132;68,9;685;45,7;912;60,8;167,30%;5,00%;;;;;;;Viena Easy;;;;;;;;;;;;;;;;0.0;0.0
434721;;VIME;134,85559;0;0;(en blanco);150;(en blanco);(en blanco);54;810;54;2.882;48;460;30,7;785;52,3;176,10%;3,90%;;;;;;;Bollito Easy;;;;;;;;;;;;;;;;0.0;0.0
435711;;VIME;122,40097;0;0;(en blanco);1;(en blanco);(en blanco);4;60;4;334;5,6;;;;;0,00%;;;;;;;;Rombito Integral 100%;;;;;;;;;;;;;;;;0.0;0.0
436001;;VIME;267,6923;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;;;1;0,1;;;;;;;;;Rombito Rústico;;;;;;;;;;;;;;;;0.0;0.0
436011;;VIME;133,84615;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;54;3,6;3;0,2;;120,00%;;;;;;;Rombito Rústico;;;;;;;;;;;;;;;;0.0;0.0
436701;;MEC;134,87342;0;0;(en blanco);0;(en blanco);(en blanco);0,2;3;0,2;95;1,6;;;;;0,00%;;;;;;;;Mollete Multicereal con Quinoa (3%);;;;;;;;;;;;;;;;0.0;0.0
438801;;VIME;138,83391;0;0;252;56;(en blanco);(en blanco);7,3;110;7,3;447;7,5;43;2,9;242;16,1;255,80%;1,20%;;;;;;;Panecillo con Semillas;;;;;;;;;;;;;;;;0.0;0.0
453211;;VIME;108,80043;0;0;(en blanco);0;(en blanco);(en blanco);;;;;;7.700;513,3;9.240;616;;5,60%;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;0.0;0.0
453233;;VIME;113,63273;0;0;(en blanco);0;(en blanco);(en blanco);;;;499;8,3;;;;;;;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;0.0;0.0
453241;;VIME;113,63273;0;0;586;0;(en blanco);(en blanco);-0,7;-11;-0,7;198;3,3;;;;;0,00%;;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;0.0;0.0
453243;;VIME;123,95874;0;0;(en blanco);112;(en blanco);(en blanco);20,9;314;20,9;1.373;22,9;;;;;0,00%;;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;0.0;0.0
453251;;VIME;118,69587;0;0;(en blanco);1148;04/12/2024;0;593,6;8904;593,6;42.924;715,4;;;;;0,00%;;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;0.0;0.0
454001;;VIME;98,9047;0;0;(en blanco);0;(en blanco);(en blanco);;;;271;4,5;40;2,7;27;1,8;;9,90%;;;;;;;Panecillo 100% Integral;;;;;;;;;;;;;;;;0.0;0.0
5718540;;VIME;138,85714;0;0;616;3920;06/12/2024;4536;345,4;5181;345,4;16.577;276,3;3.696;246,4;5.656;377,1;140,20%;4,40%;;;;;;;Panecillo con  Semillas;;;;;;;;;;;;;;;;0.0;0.0
5718619;;MEC;160,291;0;0;224;1540;(en blanco);(en blanco);179,2;2688;179,2;11.398;190;;;5.180;345,3;0,00%;;;;;;;;Pulguita;;;;;;;;;;;;;;;;0.0;0.0
5720811;;VIME;107,09612;0;0;307;4564;05/12/2024;2971;212,9;3193;212,9;7.761;129,4;;;;;0,00%;;;;;;;;Baguetina Cereales;;;;;;;;;;;;;;;;0.0;0.0
604301;;MEC;166,21437;0;0;(en blanco);0;(en blanco);(en blanco);4,6;69;4,6;216;3,6;;;;;0,00%;;;;;;;;Pepito Easy Pack 5 uds;;;;;;;;;;;;;;;;0.0;0.0
Total general;;;;;;;;;;2.799,10;41987;2.799,10;175.271;2.921,20;37.301;2.486,70;50.522;3.368,10;112,60%;4,90%;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0
